"Number ;Variety;source;Context ;Focus;Position;Relative_Position;be&also;R_S_P;"
"321;HKE;...wnherveleger.xp3.biz;also see more from photographers McKinley Rodgers gracing these pages too. Be sure to also check out the 1950s, 1960s, and London Weddings categories Readers -- which of;OC;Pre-adjacent;Adjacent;;After_P;"
"334;HKE;sassymamahk.com;your apartment and bring the spa to your party. She offers both regular and also prenatal massage and provides her own massage table. # Searching for unique party favours;OC;Pre-adjacent;Adjacent;;After_P;"
"39;HKE;cathaypacific.com;for verification prior to the flight departure. The cardholder does not need to be also the passenger(s) named in the ticket(s). If a transaction is successfully made with Verified;O_Predicate;Post-adjacent;Adjacent;;After_P;"
"47;HKE;...thefart.blogspot.com;his first three tricks by playing triple eights. By having these three tricks and also 9 Chen, 1 Sip and Li Chen in his hand, player 3 declares;OC;Pre-adjacent;Adjacent;;After_P;"
"478;HKE;montrealccc.info;Gospel of Jesus' Wife does seem similar to texts found in some Gnostic documents also written in Coptic, like the Gospel of Thomas, the Gospel of Mary,;OC;Pre-adjacent;Adjacent;;After_P;"
"125;HKE;...rochoiceforum.org.uk;"", 1991) """" (p. 233). It would have been more appropriate also report the results of analyses that were based on a continuous CES-D score. #"";OC;Post-adjacent;Adjacent;;After_P;"
"141;HKE;guardian.co.uk;etc. # 3. Two of the biggest - you are refrring to Gamestation also? Another crap shop owned by Game Group? # The second-hand book store analogy;OC;Post-adjacent;Adjacent;;After_P;"
"99;HKE;...saward.wordpress.com;. The amount of resonance and muffling in the exhaust will be factor on this also. # And a quick and dirty frequency analysis of Seb's pole lap from;OC;Post-adjacent;Adjacent;;After_P;"
"309;HKE;linux-pam.org;password is rejected. # enforceforroot # The module will return error on failed check also if the user changing the password is root. This option is off by default;OC;Post-adjacent;Adjacent;;After_P;"
"143;HKE;thequietus.com;""a new musical character. # If Sonic Youth are tonally expansive, they're also sometimes difficult, immersively noisy, almost nausea-inducing; music to be experienced, perhaps"";OC;Anticipation;Distant;;Between_SP;"
"273;HKE;awards.techworld.com;knowledge and interest are mobile, networking, enterprise software and data centres. She also occasionally delves into East London's' Tech City', to find out about;O_Predicate;Anticipation;Distant;;Between_SP;"
"280;HKE;...vitas-initiative.org;of regional economics, urban economics and local finance at the University of Coimbra and also worked as a researcher with the university's Institute for Regional and Urban Studies.;OC;Anticipation;Distant;;Between_SP;"
"291;HKE;internship-uk.com;one to my degree and I always wanted to do my masters in communication and also to have a career that deal a lot with people. HR is also a;OC;Pre-adjacent;Adjacent;;After_P;"
"308;HKE;stateofsearch.com;. As you can see, it has clear dates next to individual tasks and also has who is responsible for what the task is. This will almost certainly remove;OC;Anticipation;Distant;;Between_SP;"
"434;HKE;huffingtonpost.co.uk;, making Kev look more of a tit than he actually is. # This also made Kev sad, so Kev posted some stuff on social media which made him;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"46;HKE;patient.co.uk;contaminated by MRSA and can lead to urine or blood infection. # MRSA can also cause infections in people outside hospital, but much less commonly than in hospitalised people;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"473;HKE;fashionbeans.com;know you're going to get hot you should be fine. # You can also get super strength antiperspirants which do something to the glands in your armpits, I;OC;Anticipation;Distant;;Between_SP;"
"84;HKE;pcreview.co.uk;to refresh > > > form or anything? > > > I tried to also use a boolean variable and set variable = check29 and used > > > that;O_Predicate;Post-adjacent;Adjacent;;After_P;"
"106;HKE;51voa.com;""films like """" Gentleman Prefer Blondes """" in nineteen fifty-three. Her platinum-blonde hair style also became popular among American women. # JAMES DEAN: """" I woke up this"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"114;HKE;tourism-hongkong.com;. Moving into buildings does cut the overhead in terms of rent, but it also cuts off a lot of traffic. You don't have to feel embarrassed by;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"129;HKE;lawinfochina.com;475-221 B.C.) periods when silk production advanced and steel production started. This era also produced the philosophers Lao Zi, Confucius, Mencius and Mo Zi, as well;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"136;HKE;timeout.com.hk;that before January and Sundance, Mulligan had never attended a film festival. She also has upcoming roles in a film adaptation of Kazuo Ishiguro's Never Let Me Go;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"141;HKE;hongkongtatler.com;"". No one else has ever built anything like her before. """" # Anto also says the most important feature of the 50-tonne boat is her lightness in relation to"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"148;HKE;thedidi.com;started in 1967 with one shop and now has hundreds of them. The company also runs a large online casino which is known for the daily bonuses that it offers;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"15;HKE;sacom.hk;taken action after demands for $224 for entry-level workers weren't met. The workers also demanded better working conditions. # Poor working conditions have tarnished Foxconn's reputation following;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"159;HKE;newsmekong.org;they do receive health care, the quality is below the national average. Services also fail migrants, who are often excluded from care provision because they lack citizenship or;Subject;Post-adjacent;Adjacent;;Between_SP;"
"160;HKE;hbstr.com;Trust Bank Company (SunTrust Banks Inc., STI) shares. # material data also show that the end of the cut-off in the first quarter of this year,;Subject;Post-adjacent;Adjacent;;Between_SP;"
"171;HKE;guangzhouaward.org;software, so that our residents can access government from their mobile phones. Johannesburg also has an online property filing and evaluation system, allowing local residents to complete property;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"18;HKE;tognizhao.com;here. Nowadays in addition to native level language skills the successful lawyers needs to also have strong technical skills, keep updated on legal fronts... and understand;O_Predicate;Post-adjacent;Adjacent;;After_P;"
"190;HKE;fmnnow.com;Technology Group, is the key assembler of Apple's iPhones. # The group also owns FIH, which traditionally assembles non-Apple products, such as phones from Nokia Oyj;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"219;HKE;sites.cdnis.edu.hk;It shows us again her uniqueness compared to other girls her age. This event also shows us the close father-daughter relationship between Attiucs and Scout. She is willing to;OC;Anticipation;Distant;;Between_SP;"
"22;HKE;...conditionproject.com;looking forward to trying something new and being a part of a team. Im also looking forward to the boat party after and indulging! But Im already nervous.;OC;Anticipation;Distant;;Between_SP;"
"233;HKE;chinausfocus.com;further support exchanges and cooperation at local levels in a variety of fields. They also agreed to take concrete steps to strengthen dialogue and exchanges between their young people,;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"262;HKE;physics.hku.hk;force to a wrench to tighten a screw, you generate a torque. You also generate a torque when you open a jar by twisting its top cover. #;OC;Anticipation;Distant;;Between_SP;"
"3;HKE;clickz.asia;While the new decade will bring a lot of promise and enthusiasm, it will also bring a lot of challenges that we need to overcome. So unless we recruit;OC;Anticipation;Distant;;Between_SP;"
"31;HKE;wwenglish.com;who knew about the lands of the far West and had been there. He also knew many of the Native American tribes that George Catlin wanted to visit. That;OC;Anticipation;Distant;;Between_SP;"
"315;HKE;buddhistdoor.com;""Four Wisdoms are Offering, Loving Words, Benevolence and Identification. # We are also taught the law of cause and effect, that cause and effect are one;"";OC;Pre-adjacent;Adjacent;;After_P;"
"34;HKE;focac.org;for Chinese auto makers that in addition to offering high-quality and low price, they also need to deliver comprehensive and prompt after-sales services. # Currently, many African countries;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"366;HKE;focac.org;hope to Africa because it has a great potential demand, and Africa itself will also have great potential demand in the future. That can not be manipulated by the;Subject;Postponement;Distant;;After_P;"
"425;HKE;...nauniversalasset.com;foreign capital, people have started to wonder: will the competition from those countries also affect China's inward investment? # Some experts from the US and Europe do;O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"45;HKE;....hiddenharmonies.org;""not have dedicated government relations division? In addition to Google's NSA backdoor we also have AT &T's; FBI listening posts. As a practice western journalists never draw the"";OC;Anticipation;Distant;;Between_SP;"
"467;HKE;51voa.com;theater. He received a special Tony award for his lifetime of work. He also received the Kennedy Center lifetime achievement award in nineteen eighty-two. And he won Tony;OC;Anticipation;Distant;;Between_SP;"
"468;HKE;ganbing123.com;. This often occurs in the first trimester of the pregnancy, but it could also happen anytime during the course of the pregnancy. The nausea from the morning sickness;Auxillary ;Post-adjacent;Adjacent;;After_P;"
"51;HKE;hongkietown.com;""the regulatory framework """" in the years before Lehman's collapse. # The report also said former Hong Kong Monetary Authority chief Joseph Yam Chi-kwong should bear the """" ultimate"";O_Predicate;Pre-adjacent;Adjacent;;Between_SP;"
"55;HKE;ganbing123.com;Alzheimer's disease, heart disease, cancer, and so on. # Doctors also claim that vegetables and fruits, as well as exercise can reduce cholesterol. Cholesterol;OC;Anticipation;Distant;;Between_SP;"
"62;HKE;oof.cc;thing. I felt like I'd done a lot of things, but I also felt like I'd done nothing at all. Until the guy had come around;OC;Anticipation;Distant;;Between_SP;"
"70;HKE;asiavoyages.com;the tomb of the first emperor of Qin Dynasty for over 2000 years. We also visit the Huaqin Hot Springs and Banpo Neolithic Museum. Back in the city,;OC;Anticipation;Distant;;Between_SP;"
"90;HKE;cn51.org;its customers are men.While this trend indicates that men are thoughtful gift givers, it also speaks to the fact that Snoa's unique concept in lingerie sleepwear is immediately understand;OC;Anticipation;Distant;;Between_SP;"
"92;HKE;abbyreyes.com;""chain from the mainland; they've got hundreds of branches throughout China. They also have a branch in Causeway Bay, which is the one I've been to"";OC;Anticipation;Distant;;Between_SP;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
";;;;;;;;;"
